caption,name,vendor,
NI-VISA ENET Passport (64-Bit) 20.0.0 64-Bit,NI-VISA ENET Passport (64-Bit) 20.0.0 64-Bit,National Instruments,
NI-488.2 64-bit Utilities 19.5,NI-488.2 64-bit Utilities 19.5,National Instruments,
UniFlash,UniFlash,Texas Instruments,
NI-VISA Development Core 15.5 for .NET Framework 4.5,NI-VISA Development Core 15.5 for .NET Framework 4.5,National Instruments,
NI-VISA Development 15.5 for .NET Framework 4.5.1,NI-VISA Development 15.5 for .NET Framework 4.5.1,National Instruments,
IC3_PC_TOOL_PROJ,IC3_PC_TOOL_PROJ,LITE-ON Technology Corp.,
NI-WatchDog 4.0 for LabVIEW Real-Time,NI-WatchDog 4.0 for LabVIEW Real-Time,National Instruments,
NI PXI Platform Services 2.5.2 for LabVIEW Real-Time,NI PXI Platform Services 2.5.2 for LabVIEW Real-Time,National Instruments,
NI-RIO 3.2.1 driver for Real-Time Embedded Targets,NI-RIO 3.2.1 driver for Real-Time Embedded Targets,National Instruments,
NI-ORB 1.9.3f0 for Phar Lap ETS,NI-ORB 1.9.3f0 for Phar Lap ETS,National Instruments,
NI-Serial 3.5.1 MAX Provider,NI-Serial 3.5.1 MAX Provider,National Instruments,
NI FieldPoint MAX Provider,NI FieldPoint MAX Provider,National Instruments,
TOP Server 6,TOP Server 6,Software Toolbox,
EMVPN,EMVPN,EM SYSTEMER,
Beckhoff TwinCAT 3.1 (Build 4022),Beckhoff TwinCAT 3.1 (Build 4022),Beckhoff Automation,
Allied Vision Technologies GigE Viewer 1.26,Allied Vision Technologies GigE Viewer 1.26,Allied Vision Technologies,
Stream Setup,Stream Setup,SICK,
AutoID Network Navigator (DE),AutoID Network Navigator (DE),KEYENCE,
KPAY Eko3 Cash 2.5.1,KPAY Eko3 Cash 2.5.1,KONVERGENCE S.r.l.,
Historian,Historian,"Schneider Electric Software, LLC",
Wonderware Historian Insight Docs,Wonderware Historian Insight Docs,"Schneider Electric Software, LLC",
ArchestrA Service Bus Framework 4.2.2,ArchestrA Service Bus Framework 4.2.2,"Schneider Electric Software, LLC",
HistorianClientDocs,HistorianClientDocs,"Schneider Electric Software, LLC",
ArchestrA Data Store 2.1.2,ArchestrA Data Store 2.1.2,"Schneider Electric Software, LLC",
ThinManager Packages,ThinManager Packages,"Rockwell Automation, Inc.",
ArchestrA Web Graphics,ArchestrA Web Graphics,"Invensys Systems, Inc.",
GE Energy Connections Update Notification,GE Energy Connections Update Notification,GE Energy Connections,
Enable S3 for USB Device,Enable S3 for USB Device,,
NI Logos 5.1.3,NI Logos 5.1.3,National Instruments,
NI PXI Platform Services 2.5.6,NI PXI Platform Services 2.5.6,National Instruments,
NI-MDBG 1.10.0f0,NI-MDBG 1.10.0f0,National Instruments,
NI mDNS Responder 1.4.0,NI mDNS Responder 1.4.0,National Instruments,
EASYLABEL 5.9.0.1377,EASYLABEL 5.9.0.1377,Ihr Firmenname,
NI Authentication 1.0,NI Authentication 1.0,National Instruments,
NI-VISA Server 5.0.0,NI-VISA Server 5.0.0,National Instruments,
NI Remote Provider for MAX 4.7.2,NI Remote Provider for MAX 4.7.2,National Instruments,
webplugin.exe version 3.0.0.1,webplugin.exe version 3.0.0.1,,
EloMultiTouch 7.1.1.0 ,EloMultiTouch 7.1.1.0 ,"Elo Touch Solutions, Inc.",
TeamViewer 12 Host (MSI Wrapper),TeamViewer 12 Host (MSI Wrapper),TeamViewer,
CodeWarrior Development Studio for the S12(X) v5.2,CodeWarrior Development Studio for the S12(X) v5.2,"Freescale Semiconductor, Inc.",
J-Link V4.96h,J-Link V4.96h,SEGGER Microcontroller Systeme GmbH,
Phone F USB Driver,Phone F USB Driver,Mobile,
CodeWarrior Development Studio for Microcontrollers V6.2,CodeWarrior Development Studio for Microcontrollers V6.2,Freescale,
COSMOSM 2009 (2008/250),COSMOSM 2009 (2008/250),SolidWorks Corporation,
DWGeditor,DWGeditor,SolidWorks,
Nutanix Self Service Restore,Nutanix Self Service Restore,Nutanix,
Nutanix VSS Modules 1.1.0,Nutanix VSS Modules 1.1.0,Nutanix Inc.,
Nutanix Guest Tools,Nutanix Guest Tools,Nutanix Inc.,
SIMATIC NET PC Software V17.0,SIMATIC NET PC Software V17.0,Siemens AG,
SIMATIC WinCC/WebNavigator Plug-In Builder,SIMATIC WinCC/WebNavigator Plug-In Builder,Siemens AG,
SIMATIC WinCC/WebNavigator Plug-In Builder V7.5 + SP2,SIMATIC WinCC/WebNavigator Plug-In Builder V7.5 + SP2,Siemens AG,
SIMATIC WinCC/WebNavigator Server V7.5 + SP2 + Upd7,SIMATIC WinCC/WebNavigator Server V7.5 + SP2 + Upd7,Siemens AG,
SIMATIC NET PC Software Doc V17.0,SIMATIC NET PC Software Doc V17.0,Siemens AG,
GrafanaOSS,GrafanaOSS,Grafana Labs,
SIMATIC  STEP 7 V5.7,SIMATIC  STEP 7 V5.7,Siemens AG,
FortiClient Endpoint Management Server Uninstall Cleanup,FortiClient Endpoint Management Server Uninstall Cleanup,Fortinet Technologies Inc,
7-Zip 18.06,7-Zip 18.06,Igor Pavlov,
ClickShare Extension Pack,ClickShare Extension Pack,Barco N.V.,
National Instruments VISA,National Instruments VISA,,
NI LabVIEW SignalExpress 2012 Datatypes,NI LabVIEW SignalExpress 2012 Datatypes,National Instruments,
NI-DAQmx and NI-DAQ Common Documents 9.6.0,NI-DAQmx and NI-DAQ Common Documents 9.6.0,National Instruments,
NI Network Discovery 5.3,NI Network Discovery 5.3,National Instruments,
NI-Serial 3.8,NI-Serial 3.8,National Instruments,
NI-DAQmx C and VB6 API 2.7.0,NI-DAQmx C and VB6 API 2.7.0,National Instruments,
NI Error Reporting 2011 SP1,NI Error Reporting 2011 SP1,National Instruments,
NI System Configuration CVI Support 5.3.0,NI System Configuration CVI Support 5.3.0,National Instruments,
Reset NI Config 5.0.0,Reset NI Config 5.0.0,National Instruments,
NI-MXLC LabVIEW 8.5 Support,NI-MXLC LabVIEW 8.5 Support,National Instruments,
NI-DAQmx Dynamic Signal Acquisition Installer 2.5.0,NI-DAQmx Dynamic Signal Acquisition Installer 2.5.0,National Instruments,
NI Update Service 2.1,NI Update Service 2.1,National Instruments,
JDSU - UDBS - Unit Summary,JDSU - UDBS - Unit Summary,JDSU,
NI TDM Excel Add-In 3.4,NI TDM Excel Add-In 3.4,National Instruments,
NI-MXLC LabVIEW 2012 Support,NI-MXLC LabVIEW 2012 Support,National Instruments,
NI System API RT 5.1.0,NI System API RT 5.1.0,National Instruments,
WIP Tracker,WIP Tracker,JDS Uniphase Corp.,
BeamSteer,BeamSteer,JDSU,
NI-488.2 3.0.2,NI-488.2 3.0.2,National Instruments,
NI Authentication 12.0.0,NI Authentication 12.0.0,National Instruments,
NI Measurement Studio 8.6 Enterprise RunTime for VS2005,NI Measurement Studio 8.6 Enterprise RunTime for VS2005,National Instruments,
NI-APAL 2.2 Error Files,NI-APAL 2.2 Error Files,National Instruments,
NI-PAL 2.9 Error Files,NI-PAL 2.9 Error Files,National Instruments,
NI MAX Remote Configuration 64-bit Installer 4.7,NI MAX Remote Configuration 64-bit Installer 4.7,National Instruments,
NI TDMS (64-bit),NI TDMS (64-bit),National Instruments,
EaseUS Partition Master 14.5,EaseUS Partition Master 14.5,EaseUS,
Asmedia ASM106x SATA Host Controller Driver,Asmedia ASM106x SATA Host Controller Driver,Asmedia Technology,
MT Developer2,MT Developer2,MITSUBISHI ELECTRIC CORPORATION,
ProBase/C - EncryptedPinPad75 (EPP75),ProBase/C - EncryptedPinPad75 (EPP75),Diebold Nixdorf,
ProBase/C - ActivCash (TBT),ProBase/C - ActivCash (TBT),Diebold Nixdorf,
OneTouch,OneTouch,Diebold Nixdorf,
Cortex XDR 7.9.0.18674,Cortex XDR 7.9.0.18674,"Palo Alto Networks, Inc.",
SIMATIC IT Basic Services V5.2 + SP2 + HF7  ,SIMATIC IT Basic Services V5.2 + SP2 + HF7  ,Siemens AG,
TWinSoft,TWinSoft,Servelec Technologies,
LibreOffice 4.4 Help Pack (Italian),LibreOffice 4.4 Help Pack (Italian),The Document Foundation,
SIMATIC IT Basic Services V5.2 + SP2 + HF3  ,SIMATIC IT Basic Services V5.2 + SP2 + HF3  ,Siemens AG,
SIMATIC IT Full Services V5.2 + SP2 + HF3  ,SIMATIC IT Full Services V5.2 + SP2 + HF3  ,Siemens AG,
YT 2.0,YT 2.0,MSCTV,
HUAWEI DataCard Driver 5.06.01.05,HUAWEI DataCard Driver 5.06.01.05,"Huawei technologies Co., Ltd.",
Wonderware SIDirect DAServer,Wonderware SIDirect DAServer,Invensys,
Hasp Dongle Drivers 5.86,Hasp Dongle Drivers 5.86,"ComAp spol., s r. o.",
SIMATIC S7-PCT V3.0  ,SIMATIC S7-PCT V3.0  ,Siemens AG,
ComAp Virtual COM 1.2,ComAp Virtual COM 1.2,"ComAp spol., s r. o.",
"VB Runtimes Pack, release 7","VB Runtimes Pack, release 7",http://www.tnk-bootblock.co.uk,
WiX Toolset v3.11 Managed SDK,WiX Toolset v3.11 Managed SDK,.NET Foundation,
NI Curl 12.0.0 (64-bit),NI Curl 12.0.0 (64-bit),National Instruments,
NI Help Assistant (64bit),NI Help Assistant (64bit),National Instruments,
NI-DIM 1.13.0f0,NI-DIM 1.13.0f0,National Instruments,
Analyst® 1.6.3 HotFix 4,Analyst® 1.6.3 HotFix 4,AB SCIEX,
Instrument Software,Instrument Software,Tecan Trading AG,
NI MXI Manager 17.0 64-bit,NI MXI Manager 17.0 64-bit,National Instruments,
NI-VISA 17.0.0 Provider 64-bit Support,NI-VISA 17.0.0 Provider 64-bit Support,National Instruments,
NI-DAQmx Documentation (64-bit) 17.1.0,NI-DAQmx Documentation (64-bit) 17.1.0,National Instruments,
NI-VISA SysAPI x64 support 17.0.0,NI-VISA SysAPI x64 support 17.0.0,National Instruments,
NI-DAQmx MIO Device Drivers 17.1.0,NI-DAQmx MIO Device Drivers 17.1.0,National Instruments,
NI-DAQmx C and VB6 API 17.1.0,NI-DAQmx C and VB6 API 17.1.0,National Instruments,
NI-DAQmx and NI-DAQ Common Documents 17.1.0,NI-DAQmx and NI-DAQ Common Documents 17.1.0,National Instruments,
NI-DAQmx SCXI 17.1.0,NI-DAQmx SCXI 17.1.0,National Instruments,
NI-DAQmx Dynamic Signal Acquisition Installer 17.1.0,NI-DAQmx Dynamic Signal Acquisition Installer 17.1.0,National Instruments,
Analyst® 1.7.1 Software,Analyst® 1.7.1 Software,AB SCIEX,
Kyocera Product Library,Kyocera Product Library,KYOCERA Document Solutions Inc.,
,,Hewlett Packard,
Diagnostic Management for SIMATIC IPC - DiagBase  V1.5 + SP3,Diagnostic Management for SIMATIC IPC - DiagBase  V1.5 + SP3,Siemens AG,
CutePDF Writer 2.8,CutePDF Writer 2.8,,
Juniper Networks Network Connect 7.1.0,Juniper Networks Network Connect 7.1.0,Juniper Networks,
Foxpro Runtimes,Foxpro Runtimes,Visual Foxpro,
VB Decompiler Lite,VB Decompiler Lite,GPcH Soft,
"SAP Crystal Reports, version for Visual Studio 2010","SAP Crystal Reports, version for Visual Studio 2010",SAP,
BeyondTrust Privilege Manager™ Client,BeyondTrust Privilege Manager™ Client,BeyondTrust Corporation,
Kiwi Syslog Web Access,Kiwi Syslog Web Access,SolarWinds,
NI-DAQmx 7.1,NI-DAQmx 7.1,National Instruments,
NI STC 1.0.0,NI STC 1.0.0,National Instruments,
NI-RPC 3.1.0f0 Engine for PharLap,NI-RPC 3.1.0f0 Engine for PharLap,National Instruments,
NI PXI Provider 1.1.0f3 for MAX,NI PXI Provider 1.1.0f3 for MAX,National Instruments,
NI LabVIEW SignalExpress 2.5 Steps,NI LabVIEW SignalExpress 2.5 Steps,National Instruments,
NI Measurement Studio GPIB Support for VS2008,NI Measurement Studio GPIB Support for VS2008,National Instruments,
NI Dynamic Signal Acquisition Installer 1.10.1,NI Dynamic Signal Acquisition Installer 1.10.1,National Instruments,
PenMount Universal Driver 2.1.0.234,PenMount Universal Driver 2.1.0.234,,
TP-Link Archer T4U Driver,TP-Link Archer T4U Driver,TP-Link,
LibreOffice 5.1.4.2,LibreOffice 5.1.4.2,The Document Foundation,
WinCC flexible Db Server,WinCC flexible Db Server,Your Company Name,
NI-488.2 3.0,NI-488.2 3.0,National Instruments,
NI-ORB 1.10.0f0,NI-ORB 1.10.0f0,National Instruments,
NI STC 1.10.0,NI STC 1.10.0,National Instruments,
NI RTSI PAL Device Library Installer 1.0.0,NI RTSI PAL Device Library Installer 1.0.0,National Instruments,
NI FSL Installer 1.13.0,NI FSL Installer 1.13.0,National Instruments,
NI LabVIEW SignalExpress 2011 Tools,NI LabVIEW SignalExpress 2011 Tools,National Instruments,
NI PXI-5660 Support,NI PXI-5660 Support,National Instruments,
NI-Tuner 1.7.1,NI-Tuner 1.7.1,National Instruments,
Ardence RTX 6.5,Ardence RTX 6.5,,
MotionWiz 5.4,MotionWiz 5.4,,
VDSetup 4.5,VDSetup 4.5,INFRANOR,
Nero MediaHub 10,Nero MediaHub 10,Nero AG,
AUTOMATIONWORX Software Suite 2008 1.40 SP 4,AUTOMATIONWORX Software Suite 2008 1.40 SP 4,Phoenix Contact,
Nero ControlCenter 10 Help (CHM),Nero ControlCenter 10 Help (CHM),Nero AG,
Nero BurnRights 10 Help (CHM),Nero BurnRights 10 Help (CHM),Nero AG,
Nero Control Center 10,Nero Control Center 10,Nero AG,
Nero RescueAgent 10 Help (CHM),Nero RescueAgent 10 Help (CHM),Nero AG,
Phoenix Contact Common MMs,Phoenix Contact Common MMs,Phoenix Contact,
Nero CoverDesigner 10 Help (CHM),Nero CoverDesigner 10 Help (CHM),Nero AG,
Nero RescueAgent 10,Nero RescueAgent 10,Nero AG,
REALTEK Gigabit and Fast Ethernet NIC Driver,REALTEK Gigabit and Fast Ethernet NIC Driver,REALTEK Semiconductor Corp.,
POSMO A Library V1.5,POSMO A Library V1.5,,
WinCC flexible Graphics,WinCC flexible Graphics,Siemens AG,
WinCC flexible,WinCC flexible,Siemens AG,
LightScribe System Software  1.14.25.1,LightScribe System Software  1.14.25.1,LightScribe,
VIA Integrated Setup Wizard,VIA Integrated Setup Wizard,"VIA Technologies, Inc.",
Realterm 2.0.0.70_SignedWrapper,Realterm 2.0.0.70_SignedWrapper,Broadcast Equipment,
Siemens Automation License Manager V5.3 + Upd1  ,Siemens Automation License Manager V5.3 + Upd1  ,Siemens AG,
ATI Catalyst Control Center,ATI Catalyst Control Center,,
Catalyst Control Center Graphics Previews Common,Catalyst Control Center Graphics Previews Common,ATI,
CCC Help Portuguese,CCC Help Portuguese,ATI,
CCC Help Italian,CCC Help Italian,ATI,
TP-LINK Archer T2U_T2UH Driver,TP-LINK Archer T2U_T2UH Driver,TP-LINK,
Total Commander (Remove or Repair),Total Commander (Remove or Repair),Ghisler Software GmbH,
NPort Administration Suite Ver1.15,NPort Administration Suite Ver1.15,Moxa Inc.,
XAMPP 1.8.1,XAMPP 1.8.1,,
SIMATIC S7 FM 350-1/450-1 Counter V6.0 + SP2  ,SIMATIC S7 FM 350-1/450-1 Counter V6.0 + SP2  ,Siemens AG,
9221-P001,9221-P001,burster präzisionsmeßtechnik gmbh & co kg,
NI MXS 4.4.0f0 for LabVIEW Real-Time,NI MXS 4.4.0f0 for LabVIEW Real-Time,National Instruments,
VLC media player 1.1.11,VLC media player 1.1.11,VideoLAN,
NI-488.2 2.8,NI-488.2 2.8,National Instruments,
智能云输入法 1.1,智能云输入法 1.1,智能云输入法,
极点五笔 十周年纪念版,极点五笔 十周年纪念版,freeime studio,
64-bit Milestone XProtect Mobile Server,64-bit Milestone XProtect Mobile Server,Milestone Systems A/S,
64-bit Milestone XProtect Mobile Administrator Plug-in,64-bit Milestone XProtect Mobile Administrator Plug-in,Milestone Systems A/S,
Deployment Solution Agent,Deployment Solution Agent,Symantec,
Power Scheme Plug-in Setup,Power Scheme Plug-in Setup,Altiris,
搜狗拼音输入法 6.2正式版,搜狗拼音输入法 6.2正式版,Sogou.com,
Firmware Updater x86,Firmware Updater x86,Basler,
Spinnaker Binaries 1.20 Alpha 15,Spinnaker Binaries 1.20 Alpha 15,FLIR,
RSLinx Classic 4.20.00 CPR 9 SR 12.0,RSLinx Classic 4.20.00 CPR 9 SR 12.0,"Rockwell Automation, Inc.",
Studio 5000 Architect v5.00.00 (CPR 9 SR 12),Studio 5000 Architect v5.00.00 (CPR 9 SR 12),"Rockwell Automation, Inc.",
Cortex XDR 7.9.0.20664,Cortex XDR 7.9.0.20664,"Palo Alto Networks, Inc.",
Your Application,Your Application,AIS Vision Systems,
Siemens  Totally Integrated Automation Portal V13 - TIACOMPCHECK Single SetupPackage  V13.0 + SP1,Siemens  Totally Integrated Automation Portal V13 - TIACOMPCHECK Single SetupPackage  V13.0 + SP1,Siemens AG,
TIA Administrator -  TIA Administrator  V1.0 SP7,TIA Administrator -  TIA Administrator  V1.0 SP7,Siemens AG,
Siemens Totally Integrated Automation Portal V16 - SIMATIC S7-PLCSIM  V16.0 + SP0 + Upd4,Siemens Totally Integrated Automation Portal V16 - SIMATIC S7-PLCSIM  V16.0 + SP0 + Upd4,Siemens AG,
NI TDM Streaming 2.4 (64-bit),NI TDM Streaming 2.4 (64-bit),National Instruments,
NI NI LabVIEW 2012 Run-Time Engine Non-English Support.,NI NI LabVIEW 2012 Run-Time Engine Non-English Support.,National Instruments,
7-Zip 22.00,7-Zip 22.00,Igor Pavlov,
ExternalService,ExternalService,JUKI Corporation,
Control FPWIN Pro,Control FPWIN Pro,Panasonic Electric Works Europe AG,
Cognex Software Licensing Center 2.3,Cognex Software Licensing Center 2.3,Cognex,
Panasonic-ID SUNX Terminal GT USB-COM (x64),Panasonic-ID SUNX Terminal GT USB-COM (x64),"Panasonic Industrial Devices SUNX Co., Ltd.",
Teledyne DALSA Sapera LT SDK 8.20.00.1718 (Frame grabbers and CameraLink cameras),Teledyne DALSA Sapera LT SDK 8.20.00.1718 (Frame grabbers and CameraLink cameras),Teledyne DALSA,
HPE iLO Integrated Remote Console,HPE iLO Integrated Remote Console,Hewlett Packard Enterprise,
WinMerge 2.16.18.0 x64,WinMerge 2.16.18.0 x64,Thingamahoochie Software,
SAKURA Editor(サクラエディタ) 2.4.1.2849 (x86),SAKURA Editor(サクラエディタ) 2.4.1.2849 (x86),サクラエディタ開発チーム,
SIMATIC NCM PC V5.4 + SP1,SIMATIC NCM PC V5.4 + SP1,Siemens AG,
AutoCrib 6.1,AutoCrib 6.1,"AutoCrib, Inc.",
Distrimag,Distrimag,"PTI, Inc.",
SIMATIC WinCC/WebNavigator Server V7.5 + SP2,SIMATIC WinCC/WebNavigator Server V7.5 + SP2,Siemens AG,
SIMATIC WinCC/WebNavigator Client V7.5 + SP2,SIMATIC WinCC/WebNavigator Client V7.5 + SP2,Siemens AG,
Patriot Viper M2 SSD RGB,Patriot Viper M2 SSD RGB,Patriot Memory,
ENE_EHD_M2_HAL,ENE_EHD_M2_HAL,ENE TECHNOLOGY INC.,
ASUS AIOFan HAL,ASUS AIOFan HAL,ASUSTek COMPUTER INC.,
OPC UA SDK 1.00 Redistributables 250.8,OPC UA SDK 1.00 Redistributables 250.8,OPC Foundation,
QuartdePoblet 7.0.2,QuartdePoblet 7.0.2,Nexus,
Siemens  Totally Integrated Automation Portal V14 - Hardware Support Base Package 03  V14.0,Siemens  Totally Integrated Automation Portal V14 - Hardware Support Base Package 03  V14.0,Siemens AG,
NI LabVIEW Runtime 2015 SP1 f13 (64-bit),NI LabVIEW Runtime 2015 SP1 f13 (64-bit),National Instruments,
Siemens  Totally Integrated Automation Portal V14 - WinCC Transfer Current All Single SetupPackage  V14.0 SP1 UPD10,Siemens  Totally Integrated Automation Portal V14 - WinCC Transfer Current All Single SetupPackage  V14.0 SP1 UPD10,Siemens AG,
Siemens  Totally Integrated Automation Portal V14 - Simatic Single SetupPackage  V14.0 SP1 UPD10,Siemens  Totally Integrated Automation Portal V14 - Simatic Single SetupPackage  V14.0 SP1 UPD10,Siemens AG,
NI Error Reporting 2018 (64-bit),NI Error Reporting 2018 (64-bit),National Instruments,
NI-RPC 15.0.0f0,NI-RPC 15.0.0f0,National Instruments,
Siemens  Totally Integrated Automation Portal V14 - TIACOMPCHECK Single SetupPackage  V14.0 + SP1 + Upd10,Siemens  Totally Integrated Automation Portal V14 - TIACOMPCHECK Single SetupPackage  V14.0 + SP1 + Upd10,Siemens AG,
WinSCP 5.21.5,WinSCP 5.21.5,Martin Prikryl,
VLC media player 2.1.3,VLC media player 2.1.3,VideoLAN,
KtM9346A IVI.NET Driver 0.2.656,KtM9346A IVI.NET Driver 0.2.656,Keysight Technologies,
Agilent Host Processor Platform,Agilent Host Processor Platform,Agilent Technologies,
Avira,Avira,Avira Operations GmbH & Co. KG,
FieldFox Remote Display,FieldFox Remote Display,Agilent Technologies,
NetworkActiv AUTAPF 1.0,NetworkActiv AUTAPF 1.0,NetworkActiv,
Keysight M8054,Keysight M8054,Keysight Technologies,
Keysight M8197,Keysight M8197,Keysight Technologies,
Quartus II 12.1sp1 Programmer and SignalTap II (Build 243),Quartus II 12.1sp1 Programmer and SignalTap II (Build 243),Altera Corporation,
Keysight M8196,Keysight M8196,Keysight Technologies,
SoMove,SoMove,Schneider Electric,
PX Profile Update,PX Profile Update,AMD,
SDK-2000 & 4Video(Plus) 开发包,SDK-2000 & 4Video(Plus) 开发包,,
LD810_01,LD810_01,LDAB,
BarTender 10.0,BarTender 10.0,Seagull Scientific,
Xilinx Design Tools (C:\Apps\Xilinx\14.1\ISE_DS),Xilinx Design Tools (C:\Apps\Xilinx\14.1\ISE_DS),,
Agilent IO Libraries Suite,Agilent IO Libraries Suite,Agilent Technologies,
HP USB Disk Storage Format Tool,HP USB Disk Storage Format Tool,,
ScanWorks,ScanWorks,ASSET InterTech Inc.,
HTC Sync,HTC Sync,HTC Corporation,
TTLEditor 1.4,TTLEditor 1.4,LogMeTT.com,
E1968A GSM GPRS Mobile Test Application Upgrade,E1968A GSM GPRS Mobile Test Application Upgrade,Agilent,
