scale,caption,vendor,brief
8,NetOp Host,,NetOp Host is a secure remote access solution for OT/ICS networks.
10,ADI Driver,B&R Industrial Automation GmbH,ADI Driver is a software designed for OT/ICS to enable communication between devices and controllers.
8,System Monitor Agent Install Manager 1.3,"AVEVA Software, LLC",System Monitor Agent Install Manager 1.3 is designed for monitoring and managing OT/ICS systems
8,SNP PLOT,Keysight Technologies,SNP PLOT is a software for analyzing and visualizing RF signals in the frequency domain
8,AgilentSAn IVI Driver 1.2.20.0,Agilent Technologies,AgilentSAn IVI Driver 1.2.20.0 is a software designed for controlling and monitoring instruments in OT/ICS environment
8,HP Client Automation Application Usage Manager Agent 7.80,Hewlett-Packard,HP Client Automation Application Usage Manager Agent 7.80 is a software designed for monitoring and managing the usage of applications in OT/ICS environments.
2,Win2PDF 2.80.3,"Dane Prairie Systems, LLC.",Win2PDF is a Windows application that allows users to create PDF documents from any Windows application.
7,Pulse Application Launcher,"Pulse Secure, LLC",Pulse Application Launcher is a secure access solution for OT/ICS networks.
8,FLM_6683,NCR,FLM_6683 is a software designed for monitoring and controlling industrial processes
8,USBPassbookPrinter,NCR APTRA,USBPassbookPrinter is a software designed for printing passbooks for banking and financial services.
8,FLM_2004,NCR,FLM_2004 is an industrial control system software for monitoring and controlling industrial processes
9,USBCardDispenser,NCR APTRA,USBCardDispenser (vendor NCR APTRA) is a software designed for automated card dispensing in OT/ICS environments.
8,FLM_6623,NCR,FLM_6623 is a software designed for monitoring and controlling industrial processes
8,iABS7-Client,Fido-Biznes,iABS7-Client is a software designed for monitoring and controlling OT/ICS systems
0,UltraISO Premium V9.76,"EZB Systems, Inc.",UltraISO Premium V9.76 is a CD/DVD image file creating/editing/converting tool
2,Graylog Sidecar,"Graylog, Inc.",Graylog Sidecar is a log collector for centralized logging.
7,HondaDirectorSetup,"Avante Solutions, Inc.",HondaDirectorSetup is a software designed for monitoring and controlling industrial processes
8,BP2K,BreakPoint,BP2K is a software designed for monitoring and controlling industrial processes
8,Weather View 32,,Weather View 32 is a software for monitoring and controlling weather-related data
8,F62DataCapture 1.0.0.0,Firestone Fibers & Textiles Company,F62DataCapture 1.0.0.0 is designed for monitoring and controlling industrial processes
3,Vulkan Run Time Libraries 1.0.3.1,"LunarG, Inc.",Vulkan Run Time Libraries 1.0.3.1 is a software for graphics and compute applications
2,Elo Expansion Hub Cash Drawer Driver 64-bit,Elo Touch Solutions,Elo Expansion Hub Cash Drawer Driver 64-bit is a software for connecting cash drawers to Elo Touch Solutions devices
7,HyperTerminal Private Edition v7.0,,HyperTerminal Private Edition v7.0 is a terminal emulation software for OT/ICS systems
10,Waters MassLynx V4.1 SCN843,Waters,Waters MassLynx V4.1 SCN843 is a software designed for controlling and monitoring industrial processes
2,Thinkpad USB Ethernet Adapter Driver,Lenovo,Thinkpad USB Ethernet Adapter Driver provides network connectivity for Thinkpad laptops
10,GX IEC Developer 7.04,Mitsubishi Electric Europe b.v.,GX IEC Developer 7.04 is a software designed for developing and maintaining industrial control systems.
10,iX Developer 2.40 SP6,Beijer Electronics AB,iX Developer 2.40 SP6 is a software designed for developing and maintaining HMI and SCADA applications for OT/ICS.
8,E-Designer 7,,E-Designer 7 is a software for creating and managing HMI and SCADA applications for OT/ICS systems.
2,Cura 14.09,,Cura 14.09 is a 3D printing slicing software
2,MPLAB Tools v8.89,Microchip Technology Inc.,MPLAB Tools is a software development platform for Microchip microcontrollers and digital signal controllers.
2,AutoCAD Mechanical,Autodesk,AutoCAD Mechanical is a CAD software for mechanical engineering design.
2,Autodesk Inventor Electrical Catalog Browser 2023 Language Pack - English,Autodesk,Autodesk Inventor Electrical Catalog Browser 2023 Language Pack - English is a software for creating electrical control systems.
2,Autodesk AutoCAD Mechanical 2023 - English,"Autodesk, Inc.",Autodesk AutoCAD Mechanical 2023 - English is a CAD software for mechanical design and drafting.
7,Autodesk Factory Design Utilities 2023 - English,"Autodesk, Inc.",Autodesk Factory Design Utilities 2023 - English is a software for designing and managing factory layouts
0,3Dconnexion Extension for SketchUp,3Dconnexion,3Dconnexion Extension for SketchUp is a 3D modeling software
2,Autodesk Inventor Content Center Libraries 2023 (Desktop Content),"Autodesk,Inc.",Autodesk Inventor Content Center Libraries 2023 (Desktop Content) is a 3D CAD modeling software.
2,Autodesk Vault 2023 (Client),Autodesk,Autodesk Vault 2023 (Client) is a data management software for product design and engineering.
2,3Dconnexion Plugin for Unreal Editor,3Dconnexion,3Dconnexion Plugin for Unreal Editor enables 3D navigation in Unreal Editor
10,InTouch,"FARO Technologies, Inc.",InTouch is an industrial automation software designed for OT/ICS applications.
10,SIMATIC IT MM CLIENT V6.3 + SP2 + HF1  ,Siemens AG,SIMATIC IT MM CLIENT V6.3 + SP2 + HF1 is a software designed for OT/ICS to manage and monitor industrial automation systems.
7,TippingPoint SMS Client 5.5.0.204732.1,Trend Micro Incorporated,TippingPoint SMS Client 5.5.0.204732.1 is a security management software for OT/ICS networks.
10,CodisysServicesFTP_Installer,Codisys,CodisysServicesFTP_Installer is a software designed for OT/ICS to enable secure file transfer protocol (FTP) services.
8,VerifoneUnifiedDriverInstaller64 Build 4,VeriFone,VerifoneUnifiedDriverInstaller64 Build 4 is a software designed for OT/ICS to enable communication between VeriFone devices and a host system.
10,Diagnostic Management for SIMATIC IPC - DiagBase  V02.1 + SP5,Siemens AG,Diagnostic Management for SIMATIC IPC - DiagBase V02.1 + SP5 is a software designed for OT/ICS to monitor and diagnose industrial control systems.
9,XFS CRD Service Provider,NCR Corporation,XFS CRD Service Provider is a software designed for OT/ICS to provide secure access to card readers.
8,USBBiometricFingerPrintReader,NCR APTRA,USBBiometricFingerPrintReader is designed for biometric authentication in OT/ICS systems
7,EloMultiTouch 6.9.6.1 ,"Elo Touch Solutions, Inc.",EloMultiTouch 6.9.6.1 is a software designed for interactive touchscreens in OT/ICS environments.
8,Sentinel Agent,"Sentinel Labs, Inc.",Sentinel Agent is a software designed for monitoring and protecting OT/ICS systems.
2,Nmap 7.93,Nmap Project,Nmap 7.93 is a network exploration and security auditing tool.
2,ｉネッ時計　～インターネット時刻補正～,,iネッ時計　～インターネット時刻補正～ is a software for synchronizing time with the internet.
7,User Experience Improvement Program Service,Acer Incorporated,User Experience Improvement Program Service is designed to improve the user experience of OT/ICS systems.
2,MongoDB 4.0.8 2008R2Plus SSL (64 bit),MongoDB Inc.,MongoDB 4.0.8 2008R2Plus SSL (64 bit) is a NoSQL database software
7,Care Center Service,Acer Incorporated,Care Center Service is a software designed to monitor and manage industrial control systems.
9,Common Components3,MITSUBISHI ELECTRIC CORPORATION,Common Components3 is a software designed for the development of HMI and SCADA applications for OT/ICS.
10,LogicBuilder,Schneider Electric,LogicBuilder is a software designed for programming and configuring Schneider Electric's OT/ICS systems.
10,OptimizedRepository,Schneider Electric,OptimizedRepository is a Schneider Electric software designed for OT/ICS to manage and monitor industrial automation systems.
10,Gateway,Schneider Electric,Gateway (vendor Schneider Electric) is designed for OT/ICS to provide secure remote access and monitoring of industrial control systems.
10,ControllerAssistant,Schneider Electric,ControllerAssistant is a software designed for monitoring and controlling OT/ICS systems.
10,1609 UPS Management Software,Rockwell Automation,1609 UPS Management Software is designed for monitoring and controlling UPS systems in OT/ICS environments.
8,EverythingElse_x86,Schneider Electric,EverythingElse_x86 is a software designed for monitoring and controlling industrial processes.
9,Regression.XYReport_x86,Schneider Electric,Regression.XYReport_x86 is a software designed for OT/ICS to generate reports from data collected from industrial control systems.
9,GeneratorPower_x86,Schneider Electric,GeneratorPower_x86 is a software designed for monitoring and controlling industrial power generators.
10,DiagnosticsToolProductConfigurations_x86,Schneider Electric,DiagnosticsToolProductConfigurations_x86 is a software designed for OT/ICS to diagnose and configure products.
8,PME.CustomBranding_x86,Schneider Electric,PME.CustomBranding_x86 is a software designed for customizing the branding of Schneider Electric's OT/ICS systems.
10,AppModsCoreServices_x86,Schneider Electric,AppModsCoreServices_x86 is a software designed for OT/ICS to provide secure and reliable communication between devices.
8,CustomerExperienceProgram_x86,Schneider Electric,Schneider Electric's CustomerExperienceProgram_x86 is a software designed for monitoring and controlling industrial processes.
8,PowerQuality.Gadgets_x86,Schneider Electric,PowerQuality.Gadgets_x86 is a software designed for monitoring and analyzing power quality data in OT/ICS systems.
9,PmeCloudAgentCU_x86,Schneider Electric,PmeCloudAgentCU_x86 is a software designed for OT/ICS to enable remote monitoring and control of industrial systems.
9,SoftwareAlarms.Web_x86,Schneider Electric,SoftwareAlarms.Web_x86 is a software designed for monitoring and controlling industrial processes
10,Translations_zh-CHS_x86,Schneider Electric,Translations_zh-CHS_x86 is a software designed for OT/ICS to provide Chinese language support.
10,Core-DeviceDrivers_x86,Schneider Electric,Core-DeviceDrivers_x86 (vendor Schneider Electric) is designed for OT/ICS to provide communication between devices and applications.
3,Help_WebApps_pt-BR_x86,.,Help_WebApps_pt-BR_x86 is a software designed for providing help for web applications in Brazilian Portuguese.
10,SettingsProcessor_x86,Schneider Electric,SettingsProcessor_x86 is a software designed for OT/ICS to configure and monitor industrial automation systems.
8,ThirdPartyDependencies.Licenses_x86,Schneider Electric,ThirdPartyDependencies.Licenses_x86 is designed for managing licenses of OT/ICS software.
10,DataCenter.BranchCircuitHierarchies_x86,Schneider Electric,DataCenter.BranchCircuitHierarchies_x86 is designed for monitoring and controlling industrial processes
9,Translations_tr_x86,Schneider Electric,Translations_tr_x86 is a software designed for OT/ICS to provide translation services for various languages.
10,Hotfix_CU_AppMods_x86,Schneider Electric,Hotfix_CU_AppMods_x86 is a software designed for OT/ICS to provide bug fixes and application modifications.
10,Hotfix_CU_DeviceDriverPackage_x86,Schneider Electric,Hotfix_CU_DeviceDriverPackage_x86 is designed for OT/ICS to provide device driver updates.
9,Translations_en_x86,Schneider Electric,Translations_en_x86 is a software designed for OT/ICS to provide language translations for HMI and SCADA systems.
8,MagicPoint USB(IR) V2.5.2(for AMD64),HwayoungSystems,MagicPoint USB(IR) V2.5.2(for AMD64) is a software designed for OT/ICS to control and monitor industrial processes.
8,UBReader(FVR) driver (HOTS API driver),Hitachi-Omron Terminal Solutions,UBReader(FVR) driver (HOTS API driver) is designed for OT/ICS to provide communication between HMI and SCADA systems.
0,K-Lite Codec Pack 16.3.5 Full,KLCP,K-Lite Codec Pack 16.3.5 Full is a collection of audio and video codecs for playback and encoding
8,PC Communications Module Subsystem,NCR,PC Communications Module Subsystem (vendor NCR) is designed for secure communication between OT/ICS systems and PCs.
8,SecurityPolicies,NCR,SecurityPolicies (vendor NCR) is designed to provide secure access to OT/ICS systems
10,NI-MRU 2.12.0f0,National Instruments,NI-MRU 2.12.0f0 is a software designed for monitoring and controlling industrial automation systems.
9,NI-DAQmx MAX Configuration Support 9.4.0,National Instruments,NI-DAQmx MAX Configuration Support 9.4.0 is a software designed for configuring and testing data acquisition devices for OT/ICS applications.
