scale,caption,vendor,brief
5,"Siemens Totally Integrated Automation Portal V15.1 - SINAMICS Startdrive G110M, G120, G120C, G120D, G120P  V15.1",Siemens AG,"Siemens Totally Integrated Automation Portal V15.1 - SINAMICS Startdrive G110M, G120, G120C, G120D, G120P  V15.1 is an industrial control system software for automation and drive technology."
5,Remove old Diagnosis Setup (Wise) 1.0.0.0,Lenze Automation GmbH,Remove old Diagnosis Setup (Wise) 1.0.0.0 is designed for OT/ICS to diagnose and troubleshoot industrial automation systems.
5,Communication software (Diagnosis) 3.6.0.11470,Lenze Automation GmbH,Communication software (Diagnosis) 3.6.0.11470 (vendor Lenze Automation GmbH) is designed for OT/ICS.
4,Remove old Ethernet Setup (Wise) 1.0.0.0,Lenze Automation GmbH,Remove old Ethernet Setup (Wise) 1.0.0.0 is designed for OT/ICS to configure and manage Ethernet networks.
5,NI System API Client for WIF 5.4.0,National Instruments,NI System API Client for WIF 5.4.0 is designed for OT/ICS to provide secure communication between devices and applications.
4,NI TDM Excel Add-In 3.4 64-bit,National Instruments,NI TDM Excel Add-In 3.4 64-bit is a software for data acquisition and analysis of OT/ICS systems
5,NI Web Application Server 12.0 (64 Bit),National Instruments,NI Web Application Server 12.0 (64 Bit) is designed for creating and deploying web-based HMI and SCADA applications for OT/ICS.
5,NI-RFSG 1.8.5 (64-bit),National Instruments,NI-RFSG 1.8.5 (64-bit) is a software designed for controlling RF signal generators for OT/ICS applications.
4,NI-DAQmx ADE Support 9.6.2,National Instruments,NI-DAQmx ADE Support 9.6.2 is a software for data acquisition and control systems for OT/ICS
4,NI-DAQmx MAX Configuration Support 9.6.2,National Instruments,NI-DAQmx MAX Configuration Support 9.6.2 is a software for configuring and testing data acquisition devices
4,NI LabVIEW SignalExpress 2012 Datatypes LabVIEW 2011 Support,National Instruments,"NI LabVIEW SignalExpress 2012 Datatypes LabVIEW 2011 Support is designed for data acquisition, analysis, and visualization of OT/ICS systems."
4,NI IVI Engine (64-bit),National Instruments,NI IVI Engine (64-bit) is a software designed for controlling and monitoring industrial systems.
4,NI LabVIEW SignalExpress 2012 Licenses,National Instruments,NI LabVIEW SignalExpress 2012 Licenses is a software for automated data acquisition and analysis
4,NI-DMM 64bit Driver 3.0.6,National Instruments,NI-DMM 64bit Driver 3.0.6 is a software designed for OT/ICS to measure and analyze electrical signals.
4,NI LabVIEW 2011 Internet Toolkit,National Instruments,NI LabVIEW 2011 Internet Toolkit is designed for developing distributed applications for OT/ICS
4,NI LabVIEW SignalExpress 2012,National Instruments,"NI LabVIEW SignalExpress 2012 is a software for data acquisition, analysis, and visualization"
4,NI-DAQmx 653x Installer 1.9.7,National Instruments,NI-DAQmx 653x Installer 1.9.7 is a software designed for data acquisition and control of OT/ICS systems.
4,NI LabVIEW SignalExpress 2012 LabVIEW Support,National Instruments,"NI LabVIEW SignalExpress 2012 LabVIEW Support is a software for data acquisition, analysis, and visualization"
4,NI System Configuration 5.4.0 LabVIEW Support,National Instruments,NI System Configuration 5.4.0 LabVIEW Support is a software designed for configuring and managing ICS/OT systems
5,TIA Portal Multiuser Server V14 -  TIA Portal Multiuser Server Single SetupPackage  V14.0 SP1,Siemens AG,TIA Portal Multiuser Server V14 is a software designed for OT/ICS to enable multiple users to access and control the same project simultaneously.
5,Siemens  Totally Integrated Automation Portal V14 - HM All Editions Single SetupPackage  V14.0 + SP1,Siemens AG,Siemens Totally Integrated Automation Portal V14 is an industrial control system software for automation and digitalization of production processes.
5,Festo Configuration Tool Plugin CMMP-AS (V2.4.1.4),Festo,Festo Configuration Tool Plugin CMMP-AS (V2.4.1.4) is designed for configuring and monitoring industrial automation systems.
4,Festo Configuration Tool (V1.3.1.1),Festo,Festo Configuration Tool (V1.3.1.1) is a software designed for configuring and monitoring Festo automation components.
5,Siemens  Totally Integrated Automation Portal V14 - Multiuser Client Single SetupPackage  V14.0 + SP1,Siemens AG,Siemens Totally Integrated Automation Portal V14 is an industrial control system software for automation and digitalization of production processes.
4,NI Curl 21.3.0 (64-bit),National Instruments,NI Curl 21.3.0 (64-bit) is a software designed for developing and deploying web-based applications for OT/ICS
5,NI USI AOP5 DataPlugin 64-bit 19.5.0,National Instruments,"NI USI AOP5 DataPlugin 64-bit 19.5.0 is a software designed for OT/ICS to collect, analyze, and visualize data from industrial systems."
4,NI-DAQmx MX Expert Framework 22.5.0,National Instruments,NI-DAQmx MX Expert Framework 22.5.0 is a software designed for data acquisition and control of OT/ICS systems.
5,NI-VISA Errors 22.5.0,National Instruments,NI-VISA Errors 22.5.0 is a software designed for communication with instruments and devices in OT/ICS systems.
4,NI LabVIEW 2021 SP1 Executable,National Instruments,NI LabVIEW 2021 SP1 Executable is a software designed for developing and deploying industrial control systems.
4,NI LabVIEW 2021 SP1 (64 Bit) - Runtime,National Instruments,NI LabVIEW 2021 SP1 (64 Bit) - Runtime is a software designed for developing and deploying industrial control systems.
5,NI Package Manager Core,National Instruments,NI Package Manager Core is a software designed for managing and deploying software packages for OT/ICS systems.
5,NI-VISA 22.5.0,National Instruments,NI-VISA 22.5.0 is a software designed for communication with instruments and devices in OT/ICS environments.
5,NI-VISA ENET Passport 22.5.0,National Instruments,NI-VISA ENET Passport 22.5.0 is a software designed for OT/ICS to enable communication between devices and computers.
5,NI Assistant Framework 64-bit LabVIEW 2020 Support,National Instruments,NI Assistant Framework 64-bit LabVIEW 2020 Support is designed for OT/ICS applications.
5,NI Web Services Support for NI Web Server 21.5.0,National Instruments,NI Web Services Support for NI Web Server 21.5.0 is designed for OT/ICS to provide secure web services for remote access and control of industrial systems.
5,NI LabVIEW 2021 - Deployable License,National Instruments,NI LabVIEW 2021 - Deployable License is a software designed for developing and deploying industrial control systems and operational technology.
4,NI LabVIEW 2021 SP1 Example,National Instruments,NI LabVIEW 2021 SP1 Example is a software designed for programming and controlling industrial automation systems.
5,NI LabVIEW 2021 Real-Time NBFifo,National Instruments,NI LabVIEW 2021 Real-Time NBFifo is a software designed for real-time data acquisition and control of OT/ICS systems.
3,NI Instrument IO Assistant for LabVIEW 32-bit,National Instruments,NI Instrument IO Assistant for LabVIEW 32-bit is a software for controlling and monitoring instruments and devices
4,NI Measurement Studio Common Runtime 19.1 for .NET Framework 4.0,National Instruments,NI Measurement Studio Common Runtime 19.1 for .NET Framework 4.0 is a software for developing measurement and automation applications for OT/ICS.
5,NI Software Provider for MAX 22.5.0,National Instruments,"NI Software Provider for MAX 22.5.0 is a software designed for OT/ICS to configure, monitor, and maintain measurement and automation systems."
5,NI-VISA 22.5.0 MAX Provider,National Instruments,NI-VISA 22.5.0 MAX Provider is a software designed for communication with OT/ICS devices.
5,NI UsiCore,National Instruments,NI UsiCore is a software designed for OT/ICS to provide real-time monitoring and control of industrial systems.
5,NI CodeSignAPI 21.0.0,National Instruments,NI CodeSignAPI 21.0.0 is a software designed for signing and verifying digital signatures for OT/ICS applications.
4,NI-DAQmx SCXI 22.5.0,National Instruments,NI-DAQmx SCXI 22.5.0 is a software for data acquisition and control of industrial automation systems
5,NI System Details Web Service Installer 21.5.0,National Instruments,NI System Details Web Service Installer 21.5.0 is designed for OT/ICS to provide web services for remote monitoring and control.
3,NI Matlab Interface (64-bit),National Instruments,NI Matlab Interface (64-bit) is a software for connecting MATLAB to National Instruments hardware.
5,NI-PCI Bridge Driver 22.5 64-bit,National Instruments,NI-PCI Bridge Driver 22.5 64-bit is a software designed for OT/ICS to enable communication between a PCI device and a computer.
3,Unterstützung für nicht englische Versionen der Runtime von NI LabVIEW 2019 SP1.,National Instruments,Software for providing non-English language support for NI LabVIEW 2019 SP1.
4,Sentech SDK (x64) v1.1.1,"OMRON SENTECH CO., LTD.",Sentech SDK (x64) v1.1.1 is designed for controlling and monitoring industrial automation systems.
4,MetroSet2_3.2.42,Honeywell International Inc,MetroSet2_3.2.42 is a software designed for configuring and monitoring Honeywell's industrial control systems.
2,Dell Backup and Recovery Manager,Dell Inc.,Dell Backup and Recovery Manager is a data backup and recovery software for Windows systems.
3,Dell Security Device Driver Pack,Dell Inc.,Dell Security Device Driver Pack is designed to provide secure access to Dell devices in OT/ICS environments.
5,NI-DCPower 14.1,National Instruments,NI-DCPower 14.1 is a software designed for controlling and monitoring power supplies in OT/ICS systems.
5,NI-HSDIO 14.0.0,National Instruments,NI-HSDIO 14.0.0 is a software designed for OT/ICS to control and monitor hardware devices.
4,CODESOFT 2015,Teklynx Newco SAS,"CODESOFT 2015 is a software designed for label design, barcode printing, and RFID encoding."
4,Cognex DataMan Software v4.4.1,Cognex,Cognex DataMan Software v4.4.1 is designed for industrial automation and machine vision applications.
5,NI-ORB 21.8,National Instruments,NI-ORB 21.8 is a software designed for OT/ICS to monitor and control industrial processes.
5,NI-DAQmx Dynamic Signal Acquisition Installer 21.8.0,National Instruments,NI-DAQmx Dynamic Signal Acquisition Installer 21.8.0 is a software designed for data acquisition and control of OT/ICS systems.
5,NI-MDBG 21.8.0f139,National Instruments,NI-MDBG 21.8.0f139 is a debugging tool for debugging LabVIEW applications for OT/ICS
5,NI-DIM 21.8.0,National Instruments,NI-DIM 21.8.0 is a software designed for OT/ICS to monitor and control industrial processes.
5,NI RTSI Cable Core Installer 21.8.0,National Instruments,NI RTSI Cable Core Installer 21.8.0 is designed for OT/ICS to enable communication between multiple devices.
4,NI-DAQmx MX Expert Framework 21.8.0,National Instruments,NI-DAQmx MX Expert Framework 21.8.0 is a software designed for data acquisition and control of OT/ICS systems.
5,NI Sync Domain Service (64-bit) 21.8.0,National Instruments,NI Sync Domain Service (64-bit) 21.8.0 is a software designed for synchronizing data between distributed systems in OT/ICS environments.
5,NI Remote Provider for MAX 21.5.0,National Instruments,NI Remote Provider for MAX 21.5.0 is a software designed for remote access to OT/ICS systems.
4,NI-PAL 21.8 Error Files,National Instruments,NI-PAL 21.8 Error Files is a software designed for troubleshooting and debugging of OT/ICS systems.
5,NI MXI Manager 21.8 64-bit,National Instruments,NI MXI Manager 21.8 64-bit is a software designed for managing and configuring National Instruments MXI devices for OT/ICS applications.
5,NI TDM Streaming 21.8,National Instruments,NI TDM Streaming 21.8 is a software designed for real-time streaming of data from OT/ICS systems
4,NI LabVIEW 2021 SP1 Run-Time Engine Web Server,National Instruments,NI LabVIEW 2021 SP1 Run-Time Engine Web Server is designed for creating and deploying web-based applications for OT/ICS
5,NI Web Server 21.3.0,National Instruments,NI Web Server 21.3.0 is designed for OT/ICS to provide secure web-based access to real-time data and control systems.
3,pylon 5 Camera Software Suite 5.0.5.8999,Basler,Pylon 5 Camera Software Suite 5.0.5.8999 is designed for industrial image processing applications.
4,XTAdminXXL,AK-Nord,XTAdminXXL is an industrial control system software for monitoring and controlling industrial processes.
4,NI-DAQmx FSL Installer 9.8.1,National Instruments,NI-DAQmx FSL Installer 9.8.1 is a software for data acquisition and control systems
4,NI PXI Platform Framework 2.1.0 64-bit,National Instruments,NI PXI Platform Framework 2.1.0 64-bit is designed for developing and deploying industrial control systems.
